sid,date,type,ticker,headline,summary,feed_type,publisher,tag,version,link,imageUrl,risk,3mAvgVol,4wpct,52wHigh,52wLow,52wpct,beta,bps,divYield,eps,inddy,indpb,indpe,marketCap,mrktCapRank,pb,pe,roe,nShareholders,lastPrice,ttmPe,marketCapLabel,12mVol,mrktCapf,apef,pbr,etfLiq,etfLiqLabel,security_type,sector,name,exchange,description,isin,tradable,gic_sector,gic_industrygroup,gic_industry,gic_subindustry,gic_short,financial_year_1_year,financial_year_1_revenue,financial_year_1_profit,financial_statement_1_displayPeriod,financial_statement_1_endDate,financial_statement_1_reporting,financial_statement_1_incTrev,financial_statement_1_incCrev,financial_statement_1_incGpro,financial_statement_1_incOpc,financial_statement_1_incRaw,financial_statement_1_incPfc,financial_statement_1_incEpc,financial_statement_1_incSga,financial_statement_1_incOpe,financial_statement_1_incEbi,financial_statement_1_incDep,financial_statement_1_incPbi,financial_statement_1_incIoi,financial_statement_1_incPbt,financial_statement_1_incToi,financial_statement_1_incNinc,financial_statement_1_incEps,financial_statement_1_incDps,financial_statement_1_incPyr,share_holding_1_title,share_holding_1_message,share_holding_1_description,share_holding_1_mood,key_ratio_ttmPe,key_ratio_pbr,key_ratio_divYield,key_ratio_indpe,key_ratio_indpb,key_ratio_inddy,holding_1_date,dividend_1_description,dividend_1_dividend,dividend_1_exDate,dividend_1_type,dividend_1_title,dividend_1_subType,peer_1_name,peer_1_ticker,peer_1_sector,peer_1_ttmPe,peer_1_marketCap,peer_1_pbr,peer_2_name,peer_2_ticker,peer_2_sector,peer_2_ttmPe,peer_2_marketCap,peer_2_pbr,peer_3_name,peer_3_ticker,peer_3_sector,peer_3_ttmPe,peer_3_marketCap,peer_3_pbr,peer_4_name,peer_4_ticker,peer_4_sector,peer_4_ttmPe,peer_4_marketCap,peer_4_pbr,peer_5_name,peer_5_ticker,peer_5_sector,peer_5_ttmPe,peer_5_marketCap,peer_5_pbr,commentary_1_title,commentary_1_message,commentary_1_description,commentary_1_mood,commentary_1_tag,recent_price_change_pct,recent_avg_volume,recent_avg_volatility,ma_15,ma_30,vwap,ma_200,annual_volatility,pct_above_52_week_low,pct_below_52_week_high,rsi,macd,macd_signal,bollinger_upper,bollinger_middle,bollinger_lower,atr,next_day_return,days_from_last,processing_date,predicted_next_day_return,valuation_score,growth_score,momentum_score,peer_analysis_score,sector_score,market_sentiment_score,headline_score,agreement_score
FURE,2024-11-13 13:34:57,event,FEL,Corporate Insolvency Resolution Process,"Future Enterprises Limited has informed the Exchange about proposed to be held on Saturday, 16 November 2024 at 11:00 A.M",announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Conglomerates,Future Enterprises Ltd,NSE,"Future Enterprises Limited is engaged in the business of multi brand retail trading. It owns and operates stores like Big Bazaar, fbb, Food Bazaar, Foodhall, HomeTown and Ezone.",INE623B01027,True,Industrials,Consumer Durables & Apparel,Industrial Conglomerates,"Apparel, Accessories & Luxury Goods",Industrials,2023.0,1150.25,-677.96,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,-0.07976297459107065,0.018484141801023354,,48.62175839305687,6.8833929984353865,0.5524464785565466,2021-12-31T00:00:00.000Z,Final|0.2,0.2,2017-08-21T00:00:00.000Z,cashDividend,Cash Dividend,Final,Future Enterprises Ltd,FEL,Conglomerates,-0.07976297459107065,540.78499143,0.018484141801023354,Siemens Ltd,SIEMENS,Conglomerates,97.50016462040274,2648396.971584,20.223408993669683,Kama Holdings Ltd,KAMAHOLD,Conglomerates,10.669784198754678,81993.02365375,0.6653279749892483,Balmer Lawrie and Company Ltd,BALMLAWRIE,Conglomerates,14.474290744211158,38605.82827296,2.0891730219687217,Balmer Lawrie Investments Ltd,BLIL,Conglomerates,10.045460571328947,17287.2330972,0.866797355428755,,,,,,-3.9473684210526345,0,0,0.75,0.7499999999999999,0,0.7929896907216499,0.1833924360176182,7.352941176470578,22.340425531914892,38.74551760625477,-0.007626387490591191,-0.006734458057412932,0.7848313072667251,0.7520000000000001,0.7191686927332751,0.020000000000000014,1.3698630136986314,12,2024-11-25,-0.03521411865949631,0.0,0.0,6.0,-7.75,6.0,7.0,0.0,-7.5
IDBI,2024-11-22 11:40:40,event,IDBI,Loss/Duplicate-Share Certificate-XBRL,IDBI BANK LIMITED has informed the Exchange about Issue of duplicate share certificates/Letter of Confirmation,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Private Bank,IDBI Bank Ltd,NSE,"IDBI Bank Limited  provides personalized banking and financial solutions to its clients. Its segments include wholesale banking, retail banking and treasury services.",INE008A01015,True,Financials,Banks,Banks,Diversified Banks,Financials,2023.0,25208.04,3706.0700000000024,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,13.180937783769373,1.7232920727778052,1.827040194884288,17.859823734666996,2.4772472480770884,0.9707734843742148,2023-06-30T00:00:00.000Z,Final|1.5,1.5,2024-07-16T00:00:00.000Z,cashDividend,Cash Dividend,Final,IDBI Bank Ltd,IDBI,Private Bank,13.180937783769373,882772.2185674999,1.7232920727778052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.259249642996234,0,0,81.00933333333333,81.20222222222225,0,87.39380000000001,0.4650533315658379,25.490843095198816,26.998752279489388,35.252218413824195,-1.2995727856637274,-0.7056415782625626,87.0499051617589,81.04949999999998,75.04909483824106,3.1964285714285716,0.6888068880688835,3,2024-11-25,-0.03521430864930153,0.0,0.0,8.0,0.0,6.0,6.0,0.0,7.0
CONF,2024-11-14 11:40:26,event,CONFIPET,Statement of deviation(s) or variation(s) under Reg. 32,Confidence Petroleum India Limited has informed the Exchange about statement of deviation(s) or variation(s) under Reg. 32,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Oil & Gas - Storage & Transportation,Confidence Petroleum India Ltd,NSE,"Confidence Petroleum India is a manufacturer of liquefied petroleum gas (LPG) cylinders for domestic, as well as commercial use and is also engaged in the sale of cylinder, LPG bottling, and filling/DPT/transport",INE552D01024,True,Energy,Capital Goods,"Oil, Gas & Consumable Fuels",Industrial Machinery & Supplies & Components,Energy,2023.0,2214.75,80.95000000000013,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,35.820109582222,1.971212449493874,0.1270842750787531,12.049068431964177,1.5700122739772564,2.137354920487728,2023-09-30T00:00:00.000Z,Final|0.1,0.1,2024-09-23T00:00:00.000Z,cashDividend,Cash Dividend,Final,Confidence Petroleum India Ltd,CONFIPET,Oil & Gas - Storage & Transportation,35.820109582222,24984.5264336,1.971212449493874,Petronet LNG Ltd,PETRONET,Oil & Gas - Storage & Transportation,12.404863266926176,490425.0287716,2.8168979332789967,Aegis Logistics Ltd,AEGISLOG,Oil & Gas - Storage & Transportation,49.21406306198306,287346.15,6.440024160219459,Great Eastern Shipping Company Ltd,GESHIP,Oil & Gas - Storage & Transportation,5.583319871167107,158050.38558504998,1.2748620529629076,Reliance Industrial Infrastructure Ltd,RIIL,Oil & Gas - Storage & Transportation,133.64348314606733,17841.405,3.7851713164315273,,,,,,-4.257468610189064,0,0,74.37466666666666,74.99555555555554,0,86.99530000000004,0.4760084599714685,0.0,42.227640860402325,25.252761162164845,-2.8037436494787897,-1.9897917280248023,84.4851778420287,75.57250000000002,66.65982215797132,3.0407142857142864,1.9673503557974,11,2024-11-25,-0.03521530330181122,0.0,0.0,0.0,0.0,6.0,6.0,0.0,7.0
BIRS,2024-11-07 10:09:02,event,BSOFT,Loss/Duplicate-Share Certificate-XBRL,Birlasoft Limited has informed the Exchange about Issue of duplicate share certificates/Letter of Confirmation,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,IT Services & Consulting,Birlasoft Ltd,NSE,"Birlasoft Limited is a technology company engaged in computer programming, consultancy and related activities.",INE836A01035,True,Information Technology,Software & Services,Software,Systems Software,IT,2023.0,4817.580000000001,331.58000000000067,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,26.847042156664106,5.457724725366523,1.0795658433576445,36.44294443486807,9.61436129854863,1.6083992828046891,2023-06-30T00:00:00.000Z,Interim|2.5,2.5,2024-10-31T00:00:00.000Z,cashDividend,Cash Dividend,Interim,Birlasoft Ltd,BSOFT,IT Services & Consulting,26.847042156664106,166140.23568229994,5.457724725366523,Tata Consultancy Services Ltd,TCS,IT Services & Consulting,33.04218940602201,15675545.076110901,17.165699444924826,Infosys Ltd,INFY,IT Services & Consulting,29.57919621783925,7971297.5887455,9.011086906936956,HCL Technologies Ltd,HCLTECH,IT Services & Consulting,30.410228669606905,5117433.2805214515,7.495764351659488,Wipro Ltd,WIPRO,IT Services & Consulting,25.946425923104034,3046317.9747797996,4.079871931080397,,,,,,-2.6592896662502192,0,0,560.0066666666668,562.75,0,673.42975,0.35314033455354865,0.0,36.10216156054127,41.717380174206,-7.136861795717777,-5.804889313106142,593.8370664744218,564.9675,536.0979335255781,19.321428571428577,4.048120828942759,18,2024-11-25,-0.035216074436903,0.0,0.0,6.0,0.0,7.0,6.0,0.0,7.0
BACH,2024-11-25 14:00:02,event,BALRAMCHIN,Analysts/Institutional Investor Meet/Con. Call Updates,Balrampur Chini Mills Limited has informed the Exchange about Plant Visit by Analyst,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Sugar,Balrampur Chini Mills Ltd,NSE,"Balrampur Chini Mills Limited is an integrated sugar manufacturing company. The Company is engaged in the manufacturing of sugar, ethanol and power.",INE119A01028,True,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats,Staples,2023.0,4740.28,284.1599999999994,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,26.499569362917804,3.3663653637664077,0.5286526323658717,51.9971706768611,10.327331006026508,1.4490763820511403,2023-06-30T00:00:00.000Z,Interim|3,3.0,2024-11-25T00:00:00.000Z,cashDividend,Cash Dividend,Interim,Balrampur Chini Mills Ltd,BALRAMCHIN,Sugar,26.499569362917804,114488.73947555,3.3663653637664077,E I D-Parry (India) Ltd,EIDPARRY,Sugar,20.578793697471106,151357.0276449,1.3499556514885838,Shree Renuka Sugars Ltd,RENUKA,Sugar,-19.399122560194908,91525.060239,-6.367713763645092,Triveni Engineering and Industries Ltd,TRIVENI,Sugar,28.001118446942,86946.2728896,2.997217170174773,Piccadily Agro Industries Ltd,PICCADIL,Sugar,57.24463568671238,71773.324224,21.12782203173295,,,,,,-5.700250254889249,0,0,581.6200000000001,589.0611111111111,0,469.07349999999985,0.3446992067991124,46.34637514384349,25.180173554934548,25.493130362140974,-26.220512550019635,-19.27767134471264,676.4595739651245,591.535,506.6104260348754,25.67857142857141,5.559701492537304,0,2024-11-25,-0.035218022763729095,0.0,6.0,0.0,0.0,6.0,6.0,0.0,3.0
BOB,2024-11-22 08:46:27,event,BANKBARODA,Loss/Duplicate-Share Certificate-XBRL,Bank Of Baroda has informed the Exchange about Loss of share certificates,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Public Banks,Bank of Baroda Ltd,NSE,"Bank of Baroda is engaged in providing various services, such as personal banking, corporate banking, international banking, small and medium enterprise (SME) banking, rural banking, non-resident Indian (NRI) services and treasury services. ",INE028A01039,True,Financials,Banks,Banks,Diversified Banks,Financials,2023.0,110777.98,14905.21,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,6.482678159222032,1.0556453454373669,3.0919400272263924,17.859823734666996,2.4772472480770884,0.9707734843742148,2023-06-30T00:00:00.000Z,Final|7.6,7.6,2024-06-28T00:00:00.000Z,cashDividend,Cash Dividend,Final,Bank of Baroda Ltd,BANKBARODA,Public Banks,6.482678159222032,1274482.20901455,1.0556453454373669,State Bank of India,SBIN,Public Banks,10.63204698531571,7444025.570359401,1.7289286488785789,Punjab National Bank,PNB,Public Banks,8.931153403800613,1199633.4183138402,1.0812622351236756,Indian Overseas Bank,IOB,Public Banks,33.85137213968215,1002961.99430336,3.639003007110873,Union Bank of India Ltd,UNIONBANK,Public Banks,6.153746709073987,938017.45698816,0.96110650295116,,,,,,-5.3612088594493965,0,0,250.1,249.75000000000009,0,257.38650000000007,0.36037566424525896,18.353611183018373,22.93949098263947,40.60093273436392,-2.2451936590321395,0.3525345958120672,267.3419972979768,248.925,230.50800270202325,10.075,0.08090614886732081,3,2024-11-25,-0.03521818667650223,0.0,0.0,0.0,0.0,6.0,6.0,0.0,7.0
EQU,2024-11-22 10:00:52,event,EQUITASBNK,Updates,Equitas Small Finance Bank Limited has informed the Exchange regarding 'Schedule of Investor/Analyst meet to be attended by the representatives of the Bank'.,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Private Banks,Equitas Small Finance Bank Ltd,NSE,"Equitas Small Finance Bank Limited’s lines of business include Micro and Small Enterprise and Corporate Banking, Emerging Enterprise Banking, Inclusive Banking, Consumer Banking and Outreach Banking.",INE063P01018,True,Financials,Banks,Banks,Diversified Banks,Unknown,2023.0,4831.47,573.5899999999998,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,15.820687987993848,1.188188349955266,1.6002494526242466,17.859823734666996,2.4772472480770884,0.9707734843742148,2023-06-30T00:00:00.000Z,Final|1,1.0,2024-08-09T00:00:00.000Z,cashDividend,Cash Dividend,Final,Equitas Small Finance Bank Ltd,EQUITASBNK,Private Banks,15.820687987993848,70919.39804378,1.188188349955266,HDFC Bank Ltd,HDFCBANK,Private Banks,20.02177785037643,13851268.1368467,2.9484669294457513,ICICI Bank Ltd,ICICIBANK,Private Banks,19.375205836962646,9177595.187796699,3.3987032467145557,Axis Bank Ltd,AXISBANK,Private Banks,12.777891718205712,3557604.0009236,2.2584669567684608,Kotak Mahindra Bank Ltd,KOTAKBANK,Private Banks,16.231687356862814,3545294.3122799993,2.727743489586077,,,,,,1.4980079681274865,0,0,67.34933333333333,67.75055555555555,0,89.00704999999998,0.30877546798729405,1.4980079681274865,44.42408376963351,35.11427092697012,-1.6610062125891147,-1.4095836044020968,73.79729234746814,68.00850000000001,62.21970765253188,3.1857142857142833,0.5113454777884312,3,2024-11-25,-0.035218432545661926,0.0,6.0,6.0,0.0,6.0,0.0,0.0,7.0
COMFI,2024-11-19 11:37:05.343000,event,COMFINTE,Company Update,COMFORT INTECH LTD.-$ - 531216 - Announcement under Regulation 30 (LODR)-Newspaper Publication,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Consumer Finance,Comfort Intech Ltd,BSE,"Comfort Intech is a NBFC engaged in providing financial services to commercial, industrial and financial clients with various financial solutions, such as trade finance and bill discounting, working capital loans, loan against property etc",INE819A01049,False,Financials,"Food, Beverage & Tobacco",Consumer Finance,Distillers & Vintners,Unknown,2023.0,142.35000000000005,7.010000000000034,,,,,,,,,,,,,,,,,,,,,,,Decreased Total Promoter Holding,"In last 6 months, promoter holding in the company has decreased by 1.39%",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Negative,16.347713298245612,2.1136886877622767,0.6008583690987125,17.859823734666996,2.4772472480770884,0.9707734843742148,2023-06-30T00:00:00.000Z,Final|0.07,0.07,2024-08-16T00:00:00.000Z,cashDividend,Cash Dividend,Final,Comfort Intech Ltd,COMFINTE,Consumer Finance,16.347713298245612,3727.278632,2.1136886877622767,Bajaj Finance Ltd,BAJFINANCE,Consumer Finance,26.98029980015856,4148272.356844,5.408766446523808,Jio Financial Services Ltd,JIOFIN,Consumer Finance,130.09962764581144,2089595.1694332,1.5017106068712904,Shriram Finance Ltd,SHRIRAMFIN,Consumer Finance,14.123046045713984,1135244.336465,2.285265657725988,Bajaj Housing Finance Ltd,BAJAJHFL,Consumer Finance,59.588563467285525,1100314.74213612,8.994275899261211,,,,,,4.719501335707919,0,0,12.470666666666665,12.363888888888885,0,11.56605,0.5591387646737512,51.93798449612402,39.035769828926895,47.06026908272868,-0.17186388533961328,-0.08023924159139764,13.742089284583896,12.294500000000005,10.846910715416115,0.8557142857142858,-2.4555461473327767,6,2024-11-25,-0.03521879389882088,0.0,0.0,0.0,0.0,6.0,6.0,0.0,7.0
DNBK,2024-10-22 11:53:53,event,DHANBANK,Rights Issue,"Dhanlaxmi Bank Limited has informed the Exchange that Board of Directors at its meeting held on October 22, 2024, has passed the resolution for fund raising for an amount not exceeding &#8377;300 crores (Rupees Three Hundred Crores Only) by way of issue of equity shares of the Bank ( Equity Shares ), on a rights basis ( Rights Issue ) to its existing eligible shareholders as on the record date (to be fixed in due course)",announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Private Banks,Dhanlaxmi Bank Ltd,NSE,"Dhanlaxmi Bank Limited is a bank engaged in providing a range of banking and financial services. The Company's segments include Treasury, Corporate/Wholesale Banking, Retail Banking and Other Banking Operations.",INE680A01011,True,Financials,Banks,Banks,Regional Banks,Financials,2023.0,1145.76,49.37000000000002,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,34.2408989145219,0.8036848651763516,,17.859823734666996,2.4772472480770884,0.9707734843742148,2023-06-30T00:00:00.000Z,Final|0.5,0.5,2011-06-10T00:00:00.000Z,cashDividend,Cash Dividend,Final,Dhanlaxmi Bank Ltd,DHANBANK,Private Banks,34.2408989145219,8276.02526764,0.8036848651763516,HDFC Bank Ltd,HDFCBANK,Private Banks,20.02177785037643,13851268.1368467,2.9484669294457513,ICICI Bank Ltd,ICICIBANK,Private Banks,19.375205836962646,9177595.187796699,3.3987032467145557,Axis Bank Ltd,AXISBANK,Private Banks,12.777891718205712,3557604.0009236,2.2584669567684608,Kotak Mahindra Bank Ltd,KOTAKBANK,Private Banks,16.231687356862814,3545294.3122799993,2.727743489586077,,,,,,-2.861635220125786,0,0,33.35466666666667,33.43333333333334,0,41.6687,0.5499041898268051,9.306440198159939,45.27900797165634,38.01597779510035,-0.9880756423769056,-0.7453341958029007,36.769875925494254,33.615,30.460124074505742,1.4199999999999997,1.7263025737601918,34,2024-11-25,-0.03521934896707535,0.0,6.0,0.0,0.0,6.0,6.0,0.0,7.0
GCMS,2024-11-14 07:26:31.073000,event,GCMSECU,Company Update,GCM Securities Ltd - 535431 - Announcement under Regulation 30 (LODR)-Newspaper Publication,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Investment Banking & Brokerage,GCM Securities Ltd,BSE,"GCM Securities Limited is engaged in broking, trading, investing in shares and other securities, and other related activities of capital market.",INE168O01026,False,Financials,Financial Services,Capital Markets,Investment Banking & Brokerage,Unknown,2023.0,0.06,-1.14,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,-237.45000000000007,1.2145780051150892,,17.859823734666996,2.4772472480770884,0.9707734843742148,2023-06-30T00:00:00.000Z,Interim|0.4,0.04000000000000002,2014-10-28T00:00:00.000Z,cashDividend,Cash Dividend,Interim,GCM Securities Ltd,GCMSECU,Investment Banking & Brokerage,-237.45000000000007,189.96,1.2145780051150892,360 One Wam Ltd,360ONE,Investment Banking & Brokerage,47.526971911900034,439125.45698,12.72927031912642,ICICI Securities Ltd,ISEC,Investment Banking & Brokerage,13.819236828104575,284423.386625,7.306565005484612,Angel One Ltd,ANGELONE,Investment Banking & Brokerage,19.94303268043211,262518.1163856,8.639443045665768,IIFL Finance Ltd,IIFL,Investment Banking & Brokerage,17.94107541740427,178377.34823,1.4795192298058129,,,,,,1.07526881720429,0,0,0.9486666666666664,0.94,0,0.9477499999999992,0.4130283207785376,22.077922077922068,17.543859649122805,56.58226388362628,0.00832888777510099,0.009299648633050321,0.995435749692335,0.9369999999999996,0.8785642503076643,0.06499999999999999,-3.9215686274509842,11,2024-11-25,-0.035221394151449203,0.0,0.0,4.0,-6.23,6.0,6.0,0.0,7.0
BODA,2024-11-18 09:37:15,event,BODALCHEM,Analysts/Institutional Investor Meet/Con. Call Updates,Bodal Chemicals Limited has informed the Exchange about Transcript,announcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stock,Commodity Chemicals,Bodal Chemicals Ltd,NSE,"Bodal Chemicals Limited is a holding company. The Company, through its subsidiaries, is engaged in manufacturing dyestuffs, dyes intermediates and other chemicals used in textile, leather and paper industry.",INE338D01028,True,Materials,Materials,Chemicals,Commodity Chemicals,Materials,2023.0,1585.89,38.029999999999866,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,566.1263464999995,0.8474318832514046,,29.99412336885015,3.402737445251306,1.3621327453551986,2023-06-30T00:00:00.000Z,Final|0.1,0.1,2023-09-22T00:00:00.000Z,cashDividend,Cash Dividend,Final,Bodal Chemicals Ltd,BODALCHEM,Commodity Chemicals,566.1263464999995,9171.246813299998,0.8474318832514046,Solar Industries India Ltd,SOLARINDS,Commodity Chemicals,92.14188885581558,931296.4990434999,27.173287593362023,Linde India Ltd,LINDEINDIA,Commodity Chemicals,134.83956445300603,600831.6152461501,17.322869864640488,Deepak Nitrite Ltd,DEEPAKNTR,Commodity Chemicals,43.52503111006985,371111.8252569001,7.695136837959392,Sumitomo Chemical India Ltd,SUMICHEM,Commodity Chemicals,55.91782820603631,270312.37333080004,11.057755960434434,,,,,,-0.26700393479482537,0,0,75.19933333333333,75.10722222222222,0,79.26340000000003,0.41309896154715536,5.109597156398109,27.537267714927502,42.97385876013669,-1.8192698583762592,-1.4069563768705773,80.45677780975895,75.28600000000003,70.11522219024111,3.075714285714286,1.0412328196584757,7,2024-11-25,-0.03522150591015816,0.0,6.0,0.0,0.0,6.0,7.0,0.0,2.0
BAS,2024-11-15 02:13:00,news,BASANTGL,Basant Agro Tech (India) reports standalone net profit of Rs 0.34 crore in the September 2024 quarter,Net profit of Basant Agro Tech (India) reported to Rs 0.34 crore in the quarter ended September 2024 as against net loss of Rs 3.75 crore during the previous quarter ended September 2023. Sales rose 4.33% to Rs 84.12 crore in the quarter ended September 2024 as against Rs 80.63 crore during the previous quarter ended September 2023.   <p></p><table> <tr> <td><b>Particulars</b></td><td><b>Quarter Ended</b></td></tr><tr><td></td><td><b>Sep. 2024</b></td><td><b>Sep. 2023</b></td><td><b>% Var.</b></td></tr> <tr> <td><b>Sales</b></td><td>84.12</td><td>80.63</td> <td><b>4 </b></td></tr> <tr> <td><b>OPM %</b></td><td>6.93</td><td>1.81</td> <td><b>-</b></td></tr> <tr> <td><b>PBDT</b></td><td>2.34</td><td>-2.27</td> <td><b>LP </b></td></tr> <tr> <td><b>PBT</b></td><td>0.36</td><td>-4.03</td> <td><b>LP </b></td></tr> <tr> <td><b>NP</b></td><td>0.34</td><td>-3.75</td> <td><b>LP </b></td></tr> </table><p><b>Powered by Capital Market - Live</b></p>,news-article,Capital Market - Live,earnings,2.0,,,2.8899773875289236,114993.796875,1.4145810663765048,28.9,17.52,-13.976014760147605,1.15514191816609,19.216021626989605,0.2660989888238425,0.4358500455159856,1.3621327453551986,3.402737445251306,29.99412336885015,170.2890725,2578.0,0.9778298736721216,43.111157594936714,2.2892578747573085,45955.0,18.79,20.56631310386496,Smallcap,39.79517889906583,170.2890725,43.111157594936714,0.9778298736721216,42.71818421044151,Medium,stock,Commodity Chemicals,Basant Agro Tech (India) Ltd,BSE,"Basant Agro-tech (I) Ltd. makes farm inputs comprising nitrogen, phosphorous and potassium (NPK) mixture, granulated fertilizers etc as well as various hybrid seeds. The Company also provides warehousing and cold storage facilities.",INE473E01021,False,Materials,Materials,Chemicals,Fertilizers & Agricultural Chemicals,Unknown,2023.0,565.93,18.380000000000024,,,,,,,,,,,,,,,,,,,,,,,Total Promoter Holding,"In last 6 months, promoter holding in the company has almost stayed constant",Increasing promoter holding is considered good and reflects management’s positive view about the future outlook,Neutral,20.56631310386496,0.9778298736721216,0.2660989888238425,29.99412336885015,3.402737445251306,1.3621327453551986,2023-06-30T00:00:00.000Z,Final|0.05,0.05,2024-09-17T00:00:00.000Z,cashDividend,Cash Dividend,Final,Basant Agro Tech (India) Ltd,BASANTGL,Commodity Chemicals,20.56631310386496,1702.890725,0.9778298736721216,Solar Industries India Ltd,SOLARINDS,Commodity Chemicals,92.14188885581558,931296.4990434999,27.173287593362023,Linde India Ltd,LINDEINDIA,Commodity Chemicals,134.83956445300603,600831.6152461501,17.322869864640488,Deepak Nitrite Ltd,DEEPAKNTR,Commodity Chemicals,43.52503111006985,371111.8252569001,7.695136837959392,Sumitomo Chemical India Ltd,SUMICHEM,Commodity Chemicals,55.91782820603631,270312.37333080004,11.057755960434434,,,,,,-5.511393746687879,0,0,19.188,19.126666666666665,0,20.778950000000005,0.4098262134985168,0.0,34.73645680819913,44.51485112197268,-0.24965524181441626,-0.10831199826908054,20.239233547448453,19.102500000000006,17.965766452551552,1.1707142857142847,1.1394465545306611,10,2024-11-25,-0.03522465005517006,0.0,6.0,6.0,0.0,6.0,6.0,0.0,3.0
